Date and Time:                Mon May 26 12:15:58.225 2025
Software Version:             4.30.30034.0
Temperature (C):              -35
Model:                        DU401_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         0.1
Accumulate Cycle Time (secs): 0.1
Frequency (Hz):               10
Number of Accumulations:      15
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 16.25
Pixel Readout Time (usecs):   10
Serial Number:                24210
Pre-Amplifier Gain:           1.7x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
DongWooDM500i:
Serial Number:                
Wavelength (nm):              690
Grating Groove Density (l/mm):1200



671.08093	356
671.11823	341
671.15552	371
671.19281	348
671.2301	334
671.26746	354
671.30475	345
671.34204	369
671.37933	338
671.41663	325
671.45392	356
671.49121	373
671.5285	344
671.5658	334
671.60309	342
671.64038	333
671.67761	340
671.7149	349
671.7522	346
671.78949	346
671.82678	342
671.86407	336
671.90137	355
671.9386	351
671.97589	344
672.01318	334
672.05048	341
672.08771	343
672.125	319
672.16229	333
672.19952	353
672.23682	335
672.27411	326
672.31134	327
672.34863	344
672.38586	340
672.42316	340
672.46045	359
672.49768	353
672.53497	344
672.5722	332
672.6095	331
672.64673	348
672.68396	339
672.72125	336
672.75848	323
672.79578	352
672.83301	320
672.87024	312
672.90753	322
672.94476	339
672.98199	307
673.01929	337
673.05652	334
673.09375	331
673.13098	332
673.16827	338
673.20551	334
673.24274	360
673.27997	338
673.3172	317
673.35443	310
673.39172	329
673.42896	331
673.46619	337
673.50342	351
673.54065	341
673.57788	343
673.61511	319
673.65234	308
673.68958	331
673.72681	349
673.76404	322
673.80127	313
673.8385	326
673.87567	326
673.9129	306
673.95013	329
673.98737	327
674.0246	320
674.06183	311
674.099	328
674.13623	322
674.17346	319
674.21069	324
674.24786	313
674.2851	326
674.32233	319
674.3595	305
674.39673	300
674.43396	336
674.47113	306
674.50836	313
674.54553	297
674.58276	318
674.61993	326
674.65717	312
674.6944	310
674.73157	308
674.76874	320
674.80597	300
674.84314	315
674.88037	322
674.91754	318
674.95477	317
674.99194	302
675.02911	334
675.06635	327
675.10352	298
675.14069	306
675.17786	302
675.21509	326
675.25226	308
675.28943	331
675.3266	316
675.36383	307
675.401	294
675.43817	320
675.47534	285
675.51251	291
675.54968	283
675.58685	305
675.62402	313
675.66119	317
675.69836	299
675.73553	281
675.77271	327
675.80988	317
675.84705	299
675.88422	308
675.92139	311
675.95856	309
675.99573	307
676.0329	306
676.07007	314
676.10718	312
676.14435	285
676.18152	298
676.21869	318
676.25586	306
676.29297	302
676.33014	294
676.36731	315
676.40442	301
676.44159	281
676.47876	294
676.51587	309
676.55304	302
676.59021	299
676.62732	304
676.66449	325
676.7016	309
676.73877	271
676.77588	289
676.81305	319
676.85016	307
676.88733	316
676.92444	323
676.96161	305
676.99872	304
677.03583	295
677.073	308
677.11011	311
677.14728	307
677.18439	290
677.2215	302
677.25861	295
677.29578	299
677.33289	284
677.37	292
677.4071	290
677.44427	306
677.48138	282
677.51849	290
677.5556	320
677.59271	314
677.62982	302
677.66693	285
677.70404	320
677.74115	304
677.77826	295
677.81537	282
677.85248	309
677.88959	305
677.9267	282
677.96381	307
678.00092	291
678.03802	313
678.07513	275
678.11224	286
678.14935	301
678.18646	293
678.22351	284
678.26062	293
678.29773	310
678.33484	292
678.37189	277
678.409	300
678.44611	283
678.48322	287
678.52026	299
678.55737	288
678.59442	311
678.63153	297
678.66864	274
678.70569	282
678.7428	294
678.77985	305
678.81696	307
678.854	298
678.89111	302
678.92816	303
678.96527	271
679.00232	291
679.03943	294
679.07648	302
679.11353	259
679.15063	278
679.18768	274
679.22473	288
679.26184	269
679.29889	287
679.33594	281
679.37305	286
679.4101	297
679.44714	284
679.48419	295
679.52124	300
679.55835	280
679.5954	263
679.63245	280
679.66949	299
679.70654	270
679.74359	296
679.78064	303
679.81769	287
679.85474	270
679.89178	283
679.92883	274
679.96588	286
680.00293	292
680.03998	270
680.07703	268
680.11407	277
680.15112	286
680.18811	267
680.22516	286
680.26221	273
680.29926	262
680.3363	281
680.37329	272
680.41034	295
680.44739	269
680.48444	278
680.52142	295
680.55847	284
680.59552	284
680.63251	285
680.66956	272
680.70654	285
680.74359	254
680.78064	282
680.81763	275
680.85468	271
680.89166	259
680.92871	290
680.9657	287
681.00269	287
681.03973	288
681.07672	273
681.11377	279
