Date and Time:                Mon May 26 12:10:29.875 2025
681.15076	269
681.18774	276
681.22479	280
681.26178	296
681.29877	264
681.33582	245
681.3728	265
681.40979	285
681.44678	269
681.48383	257
681.52081	299
681.5578	276
681.59479	289
681.63177	261
681.66876	259
681.70575	288
681.7428	297
681.77979	262
681.81677	290
681.85376	286
681.89075	272
681.92773	256
681.96472	278
682.00171	272
682.03864	275
682.07562	269
682.11261	274
682.1496	298
682.18658	281
682.22357	266
682.26056	277
682.29749	269
682.33447	267
682.37146	285
682.40845	284
682.44537	281
682.48236	269
682.51935	263
682.55634	269
682.59326	290
682.63025	265
682.66718	257
682.70416	287
682.74115	279
682.77808	280
682.81506	264
682.85199	267
682.88898	257
682.9259	275
682.96289	253
682.99982	282
683.0368	274
683.07373	271
683.11066	262
683.14764	283
683.18457	274
683.2215	268
683.25848	239
683.29541	270
683.33234	281
683.36932	270
683.40625	268
683.44318	279
683.4801	271
683.51703	236
683.55402	256
683.59094	280
683.62787	267
683.66479	255
683.70172	249
683.73865	252
683.77557	261
683.8125	250
683.84943	272
683.88635	264
683.92328	278
683.96021	259
683.99713	244
684.03406	279
684.07098	267
684.10791	247
684.14484	239
684.18176	269
684.21863	264
684.25555	233
684.29248	224
684.32941	260
684.36627	258
684.4032	273
684.44012	261
684.47705	270
684.51392	269
684.55084	264
684.58777	271
684.62463	260
684.66156	259
684.69843	250
684.73535	238
684.77228	258
684.80914	280
684.84607	258
684.88293	247
684.91986	246
684.95673	265
684.99359	263
685.03052	245
685.06738	238
685.10431	253
685.14117	236
685.17804	245
685.21497	249
685.25183	270
685.2887	260
685.32556	235
685.36249	245
685.39935	273
685.43622	260
685.47308	242
685.50995	250
685.54688	274
685.58374	245
685.62061	209
685.65747	245
685.69434	254
685.7312	254
685.76807	253
685.80493	265
685.8418	260
685.87866	247
685.91553	255
685.95239	238
685.98926	249
686.02612	257
686.06299	246
686.09985	236
686.13666	243
686.17352	262
686.21039	229
686.24725	262
686.28412	247
686.32092	249
686.35779	229
686.39465	239
686.43146	254
686.46832	239
686.50519	236
686.54199	246
686.57886	250
686.61572	242
686.65253	228
686.68939	243
686.7262	257
686.76306	243
686.79987	252
686.83673	235
686.87354	279
686.9104	245
686.9472	222
686.98407	242
687.02087	256
687.05768	227
687.09454	225
687.13135	250
687.16815	264
687.20502	238
687.24182	234
687.27863	246
687.31543	266
687.35223	240
687.3891	231
687.4259	257
687.46271	261
687.49951	252
687.53632	246
687.57312	248
687.60992	244
687.64673	249
687.68359	237
687.7204	244
687.7572	242
687.79401	242
687.83075	228
687.86755	235
687.90436	256
687.94116	228
687.97797	231
688.01477	236
688.05157	244
688.08838	252
688.12512	229
688.16193	242
688.19873	249
688.23553	252
688.27234	230
688.30908	250
688.34589	264
688.38269	255
688.41943	238
688.45624	248
688.49298	250
688.52979	242
688.56659	230
688.60333	249
688.64014	260
688.67688	236
688.71368	227
688.75043	248
688.78723	246
688.82397	224
688.86078	235
688.89752	234
688.93427	248
688.97107	224
689.00781	246
689.04456	253
689.08136	240
689.1181	249
689.15485	223
689.19159	247
689.22839	245
689.26514	230
689.30188	225
689.33862	251
689.37537	233
689.41217	222
689.44891	222
689.48566	225
689.5224	238
689.55914	223
689.59589	247
689.63263	233
689.66937	265
689.70612	244
689.74286	223
689.7796	247
689.81635	247
689.85309	243
689.88977	224
689.92651	236
689.96326	256
690	249
690.03674	236
690.07343	252
690.11017	256
690.14691	241
690.18365	242
690.22034	246
690.25708	235
690.29382	235
690.33051	241
690.36725	241
690.40399	266
690.44067	227
690.47742	242
690.5141	261
690.55084	235
690.58752	224
690.62427	237
690.66095	257
690.69769	270
690.73438	251
690.77106	242
690.8078	248
690.84448	255
690.88123	240
690.91791	236
690.95459	260
690.99127	269
691.02802	260
691.0647	255
691.10138	275
691.13806	286
691.1748	274
691.21149	282
691.24817	292
691.28485	312
691.32153	315
691.35822	331
691.3949	343
691.43158	357
691.46826	347
691.50494	358
691.54163	393
691.57831	430
691.61499	430
691.65167	487
691.68835	569
691.72504	681
691.76172	821
691.7984	1103
691.83508	1623
691.8717	2522
691.90839	3997
691.94507	6982
691.98175	10072
692.01837	9862
692.05505	7077
692.09174	4128
692.12836	2390
692.16504	1523
692.20172	1097
692.23834	845
692.27502	734
692.31171	617
692.34833	545
692.38501	483
692.42163	467
692.45831	446
692.49493	417
692.53162	383
692.56824	397
692.60486	405
692.64154	401
692.67816	404
692.71484	420
692.75146	447
692.78809	439
692.82471	451
692.86139	485
692.89801	508
692.93463	510
692.97125	535
693.00793	577
693.04456	670
693.08118	725
693.1178	841
693.15442	1000
693.19104	1284
693.22766	1641
693.26428	2249
693.3009	3235
693.33752	4833
693.37415	7555
693.41077	11986
693.44739	15705
693.48401	14775
693.52063	10772
693.55725	6771
693.59387	4151
693.63049	2785
693.66711	1947
693.70367	1513
693.7403	1216
693.77692	1028
693.81354	852
693.85016	721
693.88672	664
693.92334	632
693.95996	538
693.99652	496
694.03314	458
694.06976	447
694.10632	399
694.14294	369
694.1795	382
694.21613	361
694.25269	354
694.28931	324
694.32587	326
694.36249	335
694.39905	311
694.43567	298
694.47223	306
694.50879	312
694.54541	281
694.58197	287
694.61853	283
694.65515	294
694.69171	273
694.72827	257
694.76483	271
694.80145	278
694.83801	269
694.87457	257
694.91113	274
694.94769	269
694.98425	266
695.02081	244
695.05737	250
695.09393	269
695.13049	243
695.16705	229
695.20361	258
695.24017	272
695.27673	250
695.31329	232
695.34985	259
695.38641	277
695.42297	245
695.45953	240
695.49609	252
695.53259	265
695.56915	238
695.60571	216
695.64227	255
695.67877	249
695.71533	247
695.75189	233
695.78839	234
695.82495	256
695.86151	237
695.89801	231
695.93457	252
695.97107	234
696.00763	235
696.04419	253
696.08069	239
696.11725	227
696.15375	249
696.19025	219
696.22681	224
696.26331	243
696.29987	225
696.33636	215
696.37286	247
696.40942	256
696.44592	237
696.48242	227
696.51892	235
696.55548	244
696.59198	237
696.62848	228
696.66498	240
696.70148	243
696.73798	213
696.77454	222
696.81104	238
696.84753	245
696.88403	233
696.92053	221
696.95703	230
696.99353	238
697.03003	231
697.06653	230
697.10303	239
697.13953	259
697.17596	222
697.21246	219
697.24896	230
697.28546	242
697.32196	230
697.35846	229
697.3949	238
697.4314	260
697.4679	243
697.50433	207
697.54083	219
697.57733	244
697.61377	226
697.65027	213
697.68677	243
697.72321	251
697.7597	225
697.79614	222
697.83264	229
697.86908	239
697.90558	225
697.94202	227
697.97852	242
698.01495	236
698.05145	224
698.08789	223
698.12433	235
698.16083	247
698.19727	233
698.2337	204
698.27014	226
698.30664	235
698.34308	212
698.37952	215
698.41595	214
698.45239	238
698.48889	229
698.52533	205
698.56177	207
698.59821	215
698.63464	237
698.67108	202
698.70752	226
698.74396	224
698.7804	229
698.81683	204
698.85327	219
698.88971	227
698.92615	205
698.96259	213
698.99896	209
699.0354	234
699.07184	208
699.10828	212
699.14471	216
699.18109	236
699.21753	217
699.25397	200
699.29034	226
699.32678	220
699.36322	192
699.3996	196
699.43604	212
699.47247	212
699.50885	190
699.54529	192
699.58167	217
699.6181	216
699.65448	194
699.69092	190
699.72729	202
699.76367	216
699.80011	204
699.83649	194
699.87292	188
699.9093	195
699.94568	190
699.98206	186
700.01849	208
700.05487	196
700.09125	187
700.12762	200
700.16406	191
700.20044	202
700.23682	190
700.27319	190
700.30957	195
700.34595	207
700.38232	195
700.4187	182
700.45508	195
700.49146	192
700.52783	195
700.56421	176
700.60059	185
700.63696	198
700.67334	164
700.70972	169
700.74609	175
700.78247	187
700.81879	180
700.85516	168
700.89154	162
700.92792	177
700.96423	181
701.00061	163
701.03699	170
701.0733	174
701.10968	175
701.14606	184
701.18237	197
701.21875	220
701.25507	220
701.29144	210
701.32776	201
701.36414	199
701.40045	183
701.43683	179
701.47314	186
701.50952	209
701.54584	149
701.58215	159
701.61853	186
701.65485	179
701.69116	168
701.72754	167
701.76385	185
701.80017	190
701.83649	167
701.87286	160
701.90918	186
701.9455	185
701.98181	170
702.01813	171
702.05444	190
702.09076	190
702.12708	167
702.16339	170
702.19971	176
702.23602	188
702.27234	168
702.30865	178
702.34497	202
702.38129	199
702.4176	172
702.45392	173
702.49023	180
702.52649	201
702.56281	184
702.59912	173
702.63544	185
702.67169	209
702.70801	180
702.74432	180
702.78064	198
702.81689	205
702.85321	189
702.88947	169
702.92578	204
702.9621	200
702.99835	209
703.03467	172
703.07092	201
703.10724	213
703.14349	206
703.17975	208
703.21606	216
703.25232	227
703.28864	203
703.32489	189
703.36115	231
703.39746	229
703.43372	210
703.46997	191
703.50623	223
703.54254	228
703.5788	203
703.61505	207
703.65131	224
703.68756	233
703.72382	218
703.76007	219
703.79633	217
703.83264	221
703.8689	234
703.90515	208
703.94141	244
703.9776	244
704.01385	220
704.05011	209
704.08636	212
704.12262	236
704.15887	210
704.19513	219
704.23138	223
704.26758	219
704.30383	221
704.34009	224
704.37634	221
704.41254	254
704.44879	233
704.48505	230
704.52124	269
704.5575	271
704.59369	254
704.62994	237
704.6662	277
704.70239	259
704.73865	268
704.77484	257
704.8111	263
704.84729	275
704.88348	256
704.91974	249
704.95593	264
704.99219	257
705.02838	271
705.06458	244
705.10083	252
705.13702	281
705.17322	274
705.20941	270
705.24561	275
705.28186	290
705.31805	251
705.35425	226
705.39044	285
705.42664	294
705.46283	272
705.49902	240
705.53522	262
705.57141	283
705.6076	239
705.6438	256
705.67999	240
705.71619	252
705.75238	246
705.78857	233
705.82477	263
705.86096	260
705.89709	239
705.93329	235
705.96948	258
706.00568	270
706.04187	264
706.078	240
706.1142	269
706.15039	269
706.18652	274
706.22272	254
706.25885	278
706.29504	285
706.33124	269
706.36737	231
706.40356	250
706.4397	262
706.47589	257
706.51202	246
706.54816	265
706.58435	267
706.62048	273
706.65668	256
706.69281	287
706.72894	293
706.76514	265
706.80127	292
706.8374	285
706.87354	296
706.90967	295
706.94586	272
706.98199	292
707.01813	298
707.05426	276
707.09039	274
707.12653	287
707.16266	290
707.19879	297
707.23492	286
707.27106	302
707.30719	299
707.34332	316
707.37946	302
707.41559	299
707.45172	316
707.48785	279
707.52399	278
707.56006	292
707.59619	315
707.63232	305
707.66846	281
707.70453	290
707.74066	281
707.77679	288
707.81293	253
707.849	279
707.88513	289
707.9212	275
707.95734	247
707.99341	270
708.02954	270
708.06561	267
708.10175	255
708.13782	289
708.17395	284
708.21002	267
708.24615	242
708.28223	260
708.3183	276
708.35443	266
708.3905	265
708.42657	264
708.46271	279
708.49878	267
708.53485	234
708.57092	252
708.60699	255
708.64313	252
