Date and Time:                Mon May 26 12:23:19.246 2025
681.15076	258
681.18774	284
681.22479	280
681.26178	288
681.29877	275
681.33582	290
681.3728	269
681.40979	277
681.44678	269
681.48383	302
681.52081	291
681.5578	284
681.59479	290
681.63177	291
681.66876	265
681.70575	288
681.7428	277
681.77979	276
681.81677	282
681.85376	282
681.89075	287
681.92773	282
681.96472	265
682.00171	280
682.03864	287
682.07562	282
682.11261	269
682.1496	290
682.18658	282
682.22357	283
682.26056	269
682.29749	276
682.33447	295
682.37146	268
682.40845	276
682.44537	281
682.48236	268
682.51935	264
682.55634	272
682.59326	269
682.63025	272
682.66718	276
682.70416	273
682.74115	269
682.77808	271
682.81506	290
682.85199	264
682.88898	256
682.9259	276
682.96289	281
682.99982	273
683.0368	248
683.07373	282
683.11066	268
683.14764	281
683.18457	260
683.2215	279
683.25848	256
683.29541	266
683.33234	273
683.36932	282
683.40625	265
683.44318	261
683.4801	261
683.51703	252
683.55402	259
683.59094	266
683.62787	284
683.66479	262
683.70172	267
683.73865	266
683.77557	254
683.8125	258
683.84943	267
683.88635	270
683.92328	262
683.96021	260
683.99713	261
684.03406	268
684.07098	269
684.10791	258
684.14484	254
684.18176	250
684.21863	262
684.25555	248
684.29248	258
684.32941	253
684.36627	246
684.4032	268
684.44012	265
684.47705	262
684.51392	264
684.55084	251
684.58777	260
684.62463	255
684.66156	234
684.69843	248
684.73535	261
684.77228	250
684.80914	270
684.84607	258
684.88293	253
684.91986	236
684.95673	266
684.99359	279
685.03052	260
685.06738	248
685.10431	242
685.14117	258
685.17804	255
685.21497	253
685.25183	253
685.2887	236
685.32556	251
685.36249	256
685.39935	239
685.43622	241
685.47308	255
685.50995	234
685.54688	248
685.58374	244
685.62061	245
685.65747	264
685.69434	245
685.7312	248
685.76807	258
685.80493	252
685.8418	247
685.87866	261
685.91553	256
685.95239	249
685.98926	238
686.02612	260
686.06299	243
686.09985	259
686.13666	244
686.17352	256
686.21039	251
686.24725	254
686.28412	238
686.32092	264
686.35779	246
686.39465	253
686.43146	241
686.46832	242
686.50519	248
686.54199	252
686.57886	252
686.61572	247
686.65253	252
686.68939	246
686.7262	243
686.76306	235
686.79987	244
686.83673	226
686.87354	261
686.9104	235
686.9472	230
686.98407	239
687.02087	254
687.05768	234
687.09454	250
687.13135	267
687.16815	261
687.20502	251
687.24182	233
687.27863	237
687.31543	249
687.35223	268
687.3891	251
687.4259	250
687.46271	240
687.49951	253
687.53632	234
687.57312	252
687.60992	239
687.64673	253
687.68359	236
687.7204	259
687.7572	240
687.79401	238
687.83075	220
687.86755	226
687.90436	240
687.94116	231
687.97797	239
688.01477	233
688.05157	231
688.08838	242
688.12512	261
688.16193	231
688.19873	243
688.23553	241
688.27234	245
688.30908	245
688.34589	268
688.38269	267
688.41943	236
688.45624	250
688.49298	233
688.52979	245
688.56659	224
688.60333	229
688.64014	236
688.67688	247
688.71368	235
688.75043	242
688.78723	224
688.82397	234
688.86078	235
688.89752	240
688.93427	242
688.97107	231
689.00781	246
689.04456	229
689.08136	233
689.1181	252
689.15485	239
689.19159	229
689.22839	264
689.26514	231
689.30188	236
689.33862	244
689.37537	244
689.41217	238
689.44891	251
689.48566	225
689.5224	246
689.55914	231
689.59589	238
689.63263	235
689.66937	235
689.70612	243
689.74286	250
689.7796	225
689.81635	239
689.85309	255
689.88977	245
689.92651	243
689.96326	249
690	238
690.03674	242
690.07343	253
690.11017	248
690.14691	250
690.18365	258
690.22034	258
690.25708	252
690.29382	229
690.33051	253
690.36725	235
690.40399	266
690.44067	250
690.47742	269
690.5141	259
690.55084	221
690.58752	244
690.62427	244
690.66095	257
690.69769	250
690.73438	274
690.77106	263
690.8078	261
690.84448	266
690.88123	273
690.91791	254
690.95459	266
690.99127	264
691.02802	273
691.0647	259
691.10138	282
691.13806	272
691.1748	284
691.21149	296
691.24817	287
691.28485	311
691.32153	327
691.35822	338
691.3949	350
691.43158	343
691.46826	377
691.50494	369
691.54163	385
691.57831	423
691.61499	434
691.65167	478
691.68835	532
691.72504	601
691.76172	714
691.7984	873
691.83508	1113
691.8717	1591
691.90839	2304
691.94507	3501
691.98175	5618
692.01837	8158
692.05505	8821
692.09174	7043
692.12836	4623
692.16504	2820
692.20172	1863
692.23834	1343
692.27502	1029
692.31171	859
692.34833	716
692.38501	647
692.42163	575
692.45831	520
692.49493	497
692.53162	486
692.56824	442
692.60486	456
692.64154	438
692.67816	434
692.71484	448
692.75146	446
692.78809	459
692.82471	489
692.86139	509
692.89801	517
692.93463	532
692.97125	563
693.00793	577
693.04456	630
693.08118	717
693.1178	798
693.15442	928
693.19104	1077
693.22766	1315
693.26428	1671
693.3009	2208
693.33752	3043
693.37415	4307
693.41077	6267
693.44739	9214
693.48401	12373
693.52063	12913
693.55725	10592
693.59387	7421
693.63049	4908
693.66711	3339
693.70367	2454
693.7403	1841
693.77692	1483
693.81354	1195
693.85016	1045
693.88672	876
693.92334	781
693.95996	703
693.99652	636
694.03314	570
694.06976	532
694.10632	494
694.14294	467
694.1795	441
694.21613	421
694.25269	387
694.28931	390
694.32587	374
694.36249	368
694.39905	350
694.43567	341
694.47223	329
694.50879	317
694.54541	314
694.58197	321
694.61853	311
694.65515	313
694.69171	299
694.72827	301
694.76483	294
694.80145	278
694.83801	273
694.87457	287
694.91113	279
694.94769	262
694.98425	286
695.02081	269
695.05737	265
695.09393	258
695.13049	261
695.16705	271
695.20361	263
695.24017	273
695.27673	253
695.31329	264
695.34985	271
695.38641	254
695.42297	283
695.45953	255
695.49609	253
695.53259	257
695.56915	251
695.60571	244
695.64227	253
695.67877	236
695.71533	249
695.75189	246
695.78839	234
695.82495	241
695.86151	240
695.89801	248
695.93457	253
695.97107	229
696.00763	256
696.04419	250
696.08069	242
696.11725	247
696.15375	266
696.19025	243
696.22681	230
696.26331	264
696.29987	234
696.33636	236
696.37286	246
696.40942	246
696.44592	247
696.48242	241
696.51892	230
696.55548	240
696.59198	233
696.62848	251
696.66498	246
696.70148	238
696.73798	235
696.77454	240
696.81104	217
696.84753	246
696.88403	234
696.92053	239
696.95703	238
696.99353	256
697.03003	224
697.06653	258
697.10303	220
697.13953	232
697.17596	228
697.21246	243
697.24896	229
697.28546	232
697.32196	229
697.35846	232
697.3949	226
697.4314	249
697.4679	242
697.50433	219
697.54083	233
697.57733	212
697.61377	227
697.65027	238
697.68677	237
697.72321	237
697.7597	242
697.79614	217
697.83264	234
697.86908	204
697.90558	232
697.94202	238
697.97852	226
698.01495	242
698.05145	220
698.08789	220
698.12433	210
698.16083	213
698.19727	235
698.2337	234
698.27014	231
698.30664	231
698.34308	213
698.37952	225
698.41595	220
698.45239	215
698.48889	232
698.52533	217
698.56177	212
698.59821	190
698.63464	235
698.67108	230
698.70752	217
698.74396	214
698.7804	218
698.81683	209
698.85327	222
698.88971	209
698.92615	210
698.96259	217
698.99896	218
699.0354	214
699.07184	212
699.10828	224
699.14471	234
699.18109	213
699.21753	227
699.25397	220
699.29034	222
699.32678	210
699.36322	212
699.3996	202
699.43604	220
699.47247	215
699.50885	198
699.54529	196
699.58167	202
699.6181	213
699.65448	201
699.69092	181
699.72729	204
699.76367	197
699.80011	207
699.83649	212
699.87292	197
699.9093	192
699.94568	194
699.98206	205
700.01849	207
700.05487	186
700.09125	181
700.12762	185
700.16406	192
700.20044	194
700.23682	173
700.27319	180
700.30957	193
700.34595	183
700.38232	177
700.4187	190
700.45508	206
700.49146	196
700.52783	200
700.56421	183
700.60059	178
700.63696	189
700.67334	172
700.70972	191
700.74609	188
700.78247	191
700.81879	172
700.85516	190
700.89154	188
700.92792	185
700.96423	177
701.00061	187
701.03699	162
701.0733	167
701.10968	181
701.14606	185
701.18237	186
701.21875	196
701.25507	189
701.29144	205
701.32776	203
701.36414	200
701.40045	189
701.43683	191
701.47314	192
701.50952	184
701.54584	163
701.58215	175
701.61853	187
701.65485	175
701.69116	168
701.72754	172
701.76385	193
701.80017	170
701.83649	185
701.87286	171
701.90918	161
701.9455	170
701.98181	180
702.01813	182
702.05444	166
702.09076	182
702.12708	172
702.16339	164
702.19971	174
702.23602	192
702.27234	165
702.30865	181
702.34497	182
702.38129	189
702.4176	171
702.45392	184
702.49023	182
702.52649	193
702.56281	171
702.59912	174
702.63544	196
702.67169	181
702.70801	194
702.74432	187
702.78064	188
702.81689	188
702.85321	186
702.88947	183
702.92578	176
702.9621	167
702.99835	215
703.03467	200
703.07092	192
703.10724	197
703.14349	196
703.17975	202
703.21606	210
703.25232	218
703.28864	185
703.32489	199
703.36115	205
703.39746	204
703.43372	212
703.46997	207
703.50623	209
703.54254	208
703.5788	201
703.61505	196
703.65131	222
703.68756	190
703.72382	204
703.76007	226
703.79633	185
703.83264	212
703.8689	211
703.90515	195
703.94141	230
703.9776	210
704.01385	219
704.05011	211
704.08636	201
704.12262	207
704.15887	214
704.19513	219
704.23138	208
704.26758	208
704.30383	221
704.34009	207
704.37634	208
704.41254	224
704.44879	212
704.48505	212
704.52124	239
704.5575	240
704.59369	229
704.62994	246
704.6662	241
704.70239	250
704.73865	263
704.77484	253
704.8111	247
704.84729	243
704.88348	234
704.91974	254
704.95593	245
704.99219	237
705.02838	264
705.06458	242
705.10083	238
705.13702	252
705.17322	252
705.20941	240
705.24561	244
705.28186	259
705.31805	224
705.35425	243
705.39044	258
705.42664	262
705.46283	248
705.49902	238
705.53522	229
705.57141	250
705.6076	235
705.6438	240
705.67999	238
705.71619	231
705.75238	224
705.78857	212
705.82477	235
705.86096	228
705.89709	227
705.93329	222
705.96948	246
706.00568	227
706.04187	255
706.078	224
706.1142	257
706.15039	229
706.18652	250
706.22272	231
706.25885	272
706.29504	250
706.33124	249
706.36737	228
706.40356	242
706.4397	227
706.47589	232
706.51202	235
706.54816	237
706.58435	242
706.62048	236
706.65668	248
706.69281	247
706.72894	262
706.76514	263
706.80127	272
706.8374	264
706.87354	260
706.90967	278
706.94586	261
706.98199	268
707.01813	258
707.05426	268
707.09039	243
707.12653	264
707.16266	271
707.19879	271
707.23492	281
707.27106	289
707.30719	273
707.34332	281
707.37946	292
707.41559	269
707.45172	283
707.48785	257
707.52399	268
707.56006	255
707.59619	283
707.63232	274
707.66846	266
707.70453	245
707.74066	259
707.77679	268
707.81293	255
707.849	282
707.88513	254
707.9212	263
707.95734	235
707.99341	242
708.02954	259
708.06561	258
708.10175	255
708.13782	243
708.17395	255
708.21002	268
708.24615	234
708.28223	241
708.3183	260
708.35443	250
708.3905	258
708.42657	238
708.46271	262
708.49878	247
708.53485	232
708.57092	233
708.60699	240
708.64313	229
