Date and Time:                Mon May 26 11:46:34.149 2025
681.15076	225
681.18774	224
681.22479	242
681.26178	243
681.29877	214
681.33582	213
681.3728	214
681.40979	246
681.44678	237
681.48383	235
681.52081	243
681.5578	249
681.59479	246
681.63177	231
681.66876	231
681.70575	251
681.7428	248
681.77979	231
681.81677	236
681.85376	240
681.89075	233
681.92773	225
681.96472	234
682.00171	240
682.03864	231
682.07562	227
682.11261	238
682.1496	231
682.18658	214
682.22357	218
682.26056	234
682.29749	233
682.33447	239
682.37146	214
682.40845	243
682.44537	254
682.48236	206
682.51935	212
682.55634	224
682.59326	229
682.63025	223
682.66718	230
682.70416	236
682.74115	246
682.77808	223
682.81506	225
682.85199	217
682.88898	215
682.9259	233
682.96289	222
682.99982	224
683.0368	220
683.07373	223
683.11066	214
683.14764	235
683.18457	226
683.2215	219
683.25848	205
683.29541	230
683.33234	231
683.36932	213
683.40625	199
683.44318	240
683.4801	236
683.51703	194
683.55402	219
683.59094	216
683.62787	237
683.66479	214
683.70172	208
683.73865	217
683.77557	214
683.8125	213
683.84943	213
683.88635	228
683.92328	230
683.96021	195
683.99713	179
684.03406	230
684.07098	231
684.10791	218
684.14484	200
684.18176	231
684.21863	211
684.25555	198
684.29248	203
684.32941	210
684.36627	213
684.4032	212
684.44012	206
684.47705	222
684.51392	228
684.55084	218
684.58777	209
684.62463	212
684.66156	207
684.69843	203
684.73535	189
684.77228	214
684.80914	225
684.84607	209
684.88293	196
684.91986	191
684.95673	237
684.99359	213
685.03052	206
685.06738	206
685.10431	216
685.14117	199
685.17804	181
685.21497	199
685.25183	217
685.2887	205
685.32556	189
685.36249	208
685.39935	213
685.43622	199
685.47308	206
685.50995	193
685.54688	217
685.58374	201
685.62061	184
685.65747	199
685.69434	211
685.7312	203
685.76807	191
685.80493	209
685.8418	207
685.87866	198
685.91553	204
685.95239	198
685.98926	200
686.02612	211
686.06299	197
686.09985	208
686.13666	195
686.17352	189
686.21039	204
686.24725	219
686.28412	203
686.32092	209
686.35779	192
686.39465	182
686.43146	213
686.46832	188
686.50519	178
686.54199	188
686.57886	209
686.61572	195
686.65253	186
686.68939	195
686.7262	218
686.76306	188
686.79987	183
686.83673	196
686.87354	215
686.9104	175
686.9472	197
686.98407	176
687.02087	205
687.05768	187
687.09454	204
687.13135	214
687.16815	213
687.20502	188
687.24182	159
687.27863	175
687.31543	199
687.35223	199
687.3891	183
687.4259	213
687.46271	201
687.49951	192
687.53632	183
687.57312	183
687.60992	221
687.64673	202
687.68359	185
687.7204	208
687.7572	190
687.79401	187
687.83075	165
687.86755	181
687.90436	196
687.94116	196
687.97797	166
688.01477	196
688.05157	190
688.08838	176
688.12512	176
688.16193	167
688.19873	185
688.23553	189
688.27234	170
688.30908	206
688.34589	210
688.38269	189
688.41943	163
688.45624	206
688.49298	192
688.52979	193
688.56659	164
688.60333	185
688.64014	214
688.67688	194
688.71368	157
688.75043	178
688.78723	174
688.82397	149
688.86078	169
688.89752	165
688.93427	197
688.97107	181
689.00781	168
689.04456	181
689.08136	189
689.1181	186
689.15485	169
689.19159	184
689.22839	211
689.26514	174
689.30188	161
689.33862	182
689.37537	196
689.41217	167
689.44891	173
689.48566	159
689.5224	184
689.55914	154
689.59589	179
689.63263	183
689.66937	198
689.70612	183
689.74286	190
689.7796	169
689.81635	168
689.85309	188
689.88977	182
689.92651	177
689.96326	189
690	181
690.03674	184
690.07343	184
690.11017	186
690.14691	145
690.18365	179
690.22034	188
690.25708	189
690.29382	167
690.33051	181
690.36725	176
690.40399	181
690.44067	173
690.47742	157
690.5141	179
690.55084	188
690.58752	153
690.62427	165
690.66095	179
690.69769	188
690.73438	184
690.77106	178
690.8078	190
690.84448	193
690.88123	174
690.91791	164
690.95459	200
690.99127	183
691.02802	200
691.0647	160
691.10138	207
691.13806	203
691.1748	205
691.21149	198
691.24817	219
691.28485	235
691.32153	205
691.35822	217
691.3949	222
691.43158	226
691.46826	244
691.50494	225
691.54163	268
691.57831	293
691.61499	290
691.65167	369
691.68835	464
691.72504	653
691.76172	1043
691.7984	1732
691.83508	3335
691.8717	7638
691.90839	11370
691.94507	9107
691.98175	5123
692.01837	2270
692.05505	1102
692.09174	663
692.12836	510
692.16504	405
692.20172	354
692.23834	321
692.27502	304
692.31171	262
692.34833	251
692.38501	228
692.42163	230
692.45831	225
692.49493	208
692.53162	207
692.56824	230
692.60486	255
692.64154	252
692.67816	259
692.71484	280
692.75146	288
692.78809	273
692.82471	286
692.86139	285
692.89801	292
692.93463	305
692.97125	333
693.00793	373
693.04456	408
693.08118	473
693.1178	623
693.15442	907
693.19104	1411
693.22766	2306
693.26428	3832
693.3009	7492
693.33752	15744
693.37415	19834
693.41077	14803
693.44739	7927
693.48401	3709
693.52063	1924
693.55725	1186
693.59387	868
693.63049	709
693.66711	553
693.70367	483
693.7403	412
693.77692	411
693.81354	331
693.85016	285
693.88672	272
693.92334	276
693.95996	240
693.99652	219
694.03314	227
694.06976	201
694.10632	194
694.14294	171
694.1795	199
694.21613	186
694.25269	179
694.28931	174
694.32587	182
694.36249	205
694.39905	178
694.43567	176
694.47223	194
694.50879	180
694.54541	163
694.58197	153
694.61853	166
694.65515	182
694.69171	148
694.72827	151
694.76483	163
694.80145	178
694.83801	163
694.87457	145
694.91113	153
694.94769	156
694.98425	156
695.02081	144
695.05737	154
695.09393	164
695.13049	139
695.16705	134
695.20361	152
695.24017	171
695.27673	133
695.31329	136
695.34985	157
695.38641	165
695.42297	153
695.45953	140
695.49609	170
695.53259	164
695.56915	156
695.60571	126
695.64227	157
695.67877	159
695.71533	158
695.75189	137
695.78839	149
695.82495	169
695.86151	151
695.89801	125
695.93457	145
695.97107	150
696.00763	125
696.04419	155
696.08069	135
696.11725	160
696.15375	148
696.19025	136
696.22681	140
696.26331	162
696.29987	157
696.33636	127
696.37286	135
696.40942	166
696.44592	126
696.48242	147
696.51892	136
696.55548	150
696.59198	127
696.62848	137
696.66498	149
696.70148	154
696.73798	148
696.77454	128
696.81104	149
696.84753	144
696.88403	136
696.92053	117
696.95703	147
696.99353	167
697.03003	135
697.06653	159
697.10303	158
697.13953	163
697.17596	118
697.21246	121
697.24896	134
697.28546	145
697.32196	137
697.35846	107
697.3949	144
697.4314	168
697.4679	149
697.50433	125
697.54083	122
697.57733	149
697.61377	141
697.65027	122
697.68677	134
697.72321	148
697.7597	129
697.79614	130
697.83264	144
697.86908	126
697.90558	145
697.94202	125
697.97852	132
698.01495	142
698.05145	123
698.08789	129
698.12433	122
698.16083	148
698.19727	131
698.2337	100
698.27014	121
698.30664	139
698.34308	131
698.37952	123
698.41595	127
698.45239	150
698.48889	133
698.52533	127
698.56177	139
698.59821	129
698.63464	149
698.67108	131
698.70752	140
698.74396	136
698.7804	134
698.81683	112
698.85327	142
698.88971	137
698.92615	142
698.96259	138
698.99896	158
699.0354	160
699.07184	130
699.10828	132
699.14471	170
699.18109	156
699.21753	132
699.25397	114
699.29034	137
699.32678	134
699.36322	130
699.3996	124
699.43604	141
699.47247	138
699.50885	126
699.54529	114
699.58167	123
699.6181	149
699.65448	137
699.69092	125
699.72729	137
699.76367	133
699.80011	132
699.83649	122
699.87292	131
699.9093	137
699.94568	119
699.98206	125
700.01849	146
700.05487	129
700.09125	117
700.12762	126
700.16406	140
700.20044	142
700.23682	131
700.27319	126
700.30957	140
700.34595	145
700.38232	135
700.4187	117
700.45508	140
700.49146	166
700.52783	142
700.56421	114
700.60059	131
700.63696	146
700.67334	120
700.70972	120
700.74609	117
700.78247	155
700.81879	129
700.85516	121
700.89154	131
700.92792	145
700.96423	126
701.00061	119
701.03699	133
701.0733	140
701.10968	154
701.14606	179
701.18237	238
701.21875	232
701.25507	183
701.29144	139
701.32776	141
701.36414	143
701.40045	133
701.43683	134
701.47314	151
701.50952	153
701.54584	144
701.58215	141
701.61853	161
701.65485	142
701.69116	144
701.72754	120
701.76385	153
701.80017	146
701.83649	126
701.87286	129
701.90918	142
701.9455	145
701.98181	126
702.01813	141
702.05444	138
702.09076	171
702.12708	133
702.16339	134
702.19971	156
702.23602	150
702.27234	132
702.30865	143
702.34497	146
702.38129	165
702.4176	150
702.45392	138
702.49023	152
702.52649	176
702.56281	141
702.59912	137
702.63544	176
702.67169	167
702.70801	159
702.74432	156
702.78064	170
702.81689	170
702.85321	161
702.88947	159
702.92578	169
702.9621	174
702.99835	185
703.03467	154
703.07092	185
703.10724	183
703.14349	173
703.17975	167
703.21606	192
703.25232	204
703.28864	183
703.32489	180
703.36115	206
703.39746	199
703.43372	180
703.46997	166
703.50623	199
703.54254	198
703.5788	198
703.61505	197
703.65131	203
703.68756	200
703.72382	192
703.76007	174
703.79633	185
703.83264	205
703.8689	195
703.90515	190
703.94141	209
703.9776	191
704.01385	187
704.05011	200
704.08636	177
704.12262	202
704.15887	187
704.19513	199
704.23138	199
704.26758	221
704.30383	201
704.34009	188
704.37634	208
704.41254	241
704.44879	227
704.48505	243
704.52124	284
704.5575	268
704.59369	247
704.62994	239
704.6662	256
704.70239	248
704.73865	244
704.77484	229
704.8111	240
704.84729	267
704.88348	230
704.91974	237
704.95593	237
704.99219	243
705.02838	262
705.06458	236
705.10083	238
705.13702	269
705.17322	260
705.20941	244
705.24561	253
705.28186	261
705.31805	240
705.35425	246
705.39044	251
705.42664	255
705.46283	233
705.49902	228
705.53522	239
705.57141	256
705.6076	227
705.6438	221
705.67999	222
705.71619	253
705.75238	243
705.78857	206
705.82477	245
705.86096	241
705.89709	233
705.93329	232
705.96948	247
706.00568	254
706.04187	278
706.078	235
706.1142	266
706.15039	257
706.18652	259
706.22272	239
706.25885	268
706.29504	261
706.33124	254
706.36737	236
706.40356	261
706.4397	243
706.47589	265
706.51202	250
706.54816	270
706.58435	283
706.62048	277
706.65668	267
706.69281	275
706.72894	304
706.76514	277
706.80127	265
706.8374	294
706.87354	305
706.90967	280
706.94586	265
706.98199	295
707.01813	304
707.05426	268
707.09039	289
707.12653	296
707.16266	294
707.19879	292
707.23492	298
707.27106	300
707.30719	306
707.34332	312
707.37946	279
707.41559	300
707.45172	297
707.48785	262
707.52399	260
707.56006	279
707.59619	312
707.63232	292
707.66846	276
707.70453	278
707.74066	264
707.77679	247
707.81293	241
707.849	267
707.88513	261
707.9212	263
707.95734	228
707.99341	258
708.02954	268
708.06561	241
708.10175	264
708.13782	266
708.17395	275
708.21002	252
708.24615	220
708.28223	249
708.3183	261
708.35443	234
708.3905	232
708.42657	258
708.46271	255
708.49878	246
708.53485	221
708.57092	228
708.60699	231
708.64313	213
