Date and Time:                Mon May 26 12:05:41.725 2025
Software Version:             4.30.30034.0
Temperature (C):              -35
Model:                        DU401_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         0.1
Accumulate Cycle Time (secs): 0.1
Frequency (Hz):               10
Number of Accumulations:      15
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 16.25
Pixel Readout Time (usecs):   10
Serial Number:                24210
Pre-Amplifier Gain:           1.7x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
DongWooDM500i:
Serial Number:                
Wavelength (nm):              690
Grating Groove Density (l/mm):1200



671.08093	326
671.11823	363
671.15552	373
671.19281	349
671.2301	321
671.26746	358
671.30475	349
671.34204	337
671.37933	347
671.41663	366
671.45392	351
671.49121	344
671.5285	339
671.5658	357
671.60309	330
671.64038	316
671.67761	339
671.7149	379
671.7522	346
671.78949	331
671.82678	354
671.86407	361
671.90137	352
671.9386	335
671.97589	356
672.01318	347
672.05048	343
672.08771	328
672.125	323
672.16229	327
672.19952	320
672.23682	333
672.27411	339
672.31134	341
672.34863	337
672.38586	327
672.42316	324
672.46045	347
672.49768	350
672.53497	313
672.5722	343
672.6095	338
672.64673	321
672.68396	319
672.72125	324
672.75848	337
672.79578	347
672.83301	321
672.87024	315
672.90753	333
672.94476	340
672.98199	300
673.01929	326
673.05652	332
673.09375	330
673.13098	310
673.16827	333
673.20551	348
673.24274	349
673.27997	329
673.3172	323
673.35443	325
673.39172	329
673.42896	322
673.46619	313
673.50342	350
673.54065	329
673.57788	325
673.61511	330
673.65234	330
673.68958	326
673.72681	317
673.76404	323
673.80127	328
673.8385	332
673.87567	314
673.9129	302
673.95013	346
673.98737	339
674.0246	296
674.06183	326
674.099	331
674.13623	324
674.17346	326
674.21069	329
674.24786	334
674.2851	322
674.32233	298
674.3595	330
674.39673	308
674.43396	324
674.47113	303
674.50836	312
674.54553	321
674.58276	323
674.61993	307
674.65717	305
674.6944	323
674.73157	323
674.76874	304
674.80597	296
674.84314	339
674.88037	315
674.91754	315
674.95477	310
674.99194	312
675.02911	328
675.06635	297
675.10352	309
675.14069	328
675.17786	312
675.21509	304
675.25226	297
675.28943	326
675.3266	306
675.36383	304
675.401	296
675.43817	327
675.47534	298
675.51251	283
675.54968	283
675.58685	302
675.62402	305
675.66119	303
675.69836	321
675.73553	302
675.77271	322
675.80988	312
675.84705	301
675.88422	311
675.92139	330
675.95856	284
675.99573	278
676.0329	315
676.07007	295
676.10718	294
676.14435	305
676.18152	302
676.21869	305
676.25586	294
676.29297	293
676.33014	307
676.36731	315
676.40442	293
676.44159	272
676.47876	330
676.51587	299
676.55304	312
676.59021	309
676.62732	316
676.66449	305
676.7016	296
676.73877	271
676.77588	319
676.81305	288
676.85016	292
676.88733	311
676.92444	322
676.96161	297
676.99872	282
677.03583	300
677.073	318
677.11011	305
677.14728	286
677.18439	297
677.2215	294
677.25861	301
677.29578	278
677.33289	297
677.37	306
677.4071	300
677.44427	304
677.48138	302
677.51849	314
677.5556	303
677.59271	283
677.62982	289
677.66693	306
677.70404	311
677.74115	304
677.77826	295
677.81537	306
677.85248	296
677.88959	303
677.9267	279
677.96381	314
678.00092	281
678.03802	299
678.07513	277
678.11224	308
678.14935	303
678.18646	280
678.22351	299
678.26062	293
678.29773	294
678.33484	304
678.37189	287
678.409	305
678.44611	283
678.48322	288
678.52026	295
678.55737	302
678.59442	289
678.63153	277
678.66864	301
678.70569	302
678.7428	296
678.77985	293
678.81696	300
678.854	300
678.89111	305
678.92816	286
678.96527	267
679.00232	301
679.03943	293
679.07648	279
679.11353	269
679.15063	291
679.18768	282
679.22473	291
679.26184	280
679.29889	294
679.33594	294
679.37305	277
679.4101	298
679.44714	294
679.48419	287
679.52124	290
679.55835	300
679.5954	290
679.63245	294
679.66949	279
679.70654	276
679.74359	292
679.78064	285
679.81769	272
679.85474	278
679.89178	303
679.92883	284
679.96588	286
680.00293	290
680.03998	303
680.07703	272
680.11407	269
680.15112	294
680.18811	280
680.22516	270
680.26221	272
680.29926	266
680.3363	288
680.37329	271
680.41034	280
680.44739	277
680.48444	295
680.52142	291
680.55847	274
680.59552	287
680.63251	289
680.66956	281
680.70654	266
680.74359	242
680.78064	284
680.81763	274
680.85468	280
680.89166	260
680.92871	278
680.9657	302
681.00269	265
681.03973	272
681.07672	284
681.11377	275
