Date and Time:                Mon May 26 11:32:55.196 2025
Software Version:             4.30.30034.0
Temperature (C):              -35
Model:                        DU401_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         0.1
Accumulate Cycle Time (secs): 0.1
Frequency (Hz):               10
Number of Accumulations:      15
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 16.25
Pixel Readout Time (usecs):   10
Serial Number:                24210
Pre-Amplifier Gain:           1.7x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
DongWooDM500i:
Serial Number:                
Wavelength (nm):              690
Grating Groove Density (l/mm):1200



671.08093	233
671.11823	198
671.15552	220
671.19281	212
671.2301	239
671.26746	226
671.30475	221
671.34204	217
671.37933	222
671.41663	214
671.45392	223
671.49121	209
671.5285	235
671.5658	230
671.60309	231
671.64038	232
671.67761	219
671.7149	218
671.7522	230
671.78949	235
671.82678	212
671.86407	212
671.90137	228
671.9386	207
671.97589	199
672.01318	202
672.05048	199
672.08771	220
672.125	213
672.16229	209
672.19952	205
672.23682	218
672.27411	206
672.31134	205
672.34863	231
672.38586	225
672.42316	204
672.46045	193
672.49768	221
672.53497	211
672.5722	202
672.6095	216
672.64673	208
672.68396	224
672.72125	214
672.75848	214
672.79578	211
672.83301	211
672.87024	211
672.90753	214
672.94476	190
672.98199	218
673.01929	219
673.05652	235
673.09375	207
673.13098	218
673.16827	196
673.20551	210
673.24274	216
673.27997	230
673.3172	202
673.35443	215
673.39172	212
673.42896	222
673.46619	222
673.50342	211
673.54065	207
673.57788	203
673.61511	216
673.65234	196
673.68958	205
673.72681	192
673.76404	199
673.80127	209
673.8385	202
673.87567	209
673.9129	198
673.95013	213
673.98737	218
674.0246	210
674.06183	174
674.099	200
674.13623	215
674.17346	211
674.21069	202
674.24786	190
674.2851	196
674.32233	197
674.3595	206
674.39673	205
674.43396	205
674.47113	206
674.50836	185
674.54553	212
674.58276	197
674.61993	198
674.65717	190
674.6944	206
674.73157	190
674.76874	206
674.80597	211
674.84314	195
674.88037	178
674.91754	202
674.95477	192
674.99194	212
675.02911	205
675.06635	197
675.10352	205
675.14069	217
675.17786	190
675.21509	193
675.25226	207
675.28943	186
675.3266	204
675.36383	198
675.401	195
675.43817	194
675.47534	171
675.51251	181
675.54968	193
675.58685	180
675.62402	179
675.66119	183
675.69836	213
675.73553	198
675.77271	208
675.80988	212
675.84705	194
675.88422	188
675.92139	194
675.95856	185
675.99573	209
676.0329	177
676.07007	213
676.10718	183
676.14435	203
676.18152	199
676.21869	207
676.25586	196
676.29297	207
676.33014	166
676.36731	191
676.40442	189
676.44159	197
676.47876	181
676.51587	184
676.55304	197
676.59021	187
676.62732	179
676.66449	200
676.7016	218
676.73877	182
676.77588	190
676.81305	172
676.85016	205
676.88733	177
676.92444	178
676.96161	206
676.99872	181
677.03583	195
677.073	198
677.11011	207
677.14728	194
677.18439	196
677.2215	178
677.25861	178
677.29578	207
677.33289	201
677.37	195
677.4071	186
677.44427	185
677.48138	192
677.51849	198
677.5556	215
677.59271	187
677.62982	178
677.66693	210
677.70404	204
677.74115	189
677.77826	214
677.81537	205
677.85248	197
677.88959	192
677.9267	199
677.96381	197
678.00092	207
678.03802	199
678.07513	190
678.11224	193
678.14935	201
678.18646	201
678.22351	188
678.26062	173
678.29773	200
678.33484	199
678.37189	183
678.409	181
678.44611	182
678.48322	191
678.52026	181
678.55737	181
678.59442	200
678.63153	194
678.66864	195
678.70569	181
678.7428	199
678.77985	199
678.81696	184
678.854	184
678.89111	188
678.92816	188
678.96527	186
679.00232	194
679.03943	183
679.07648	192
679.11353	176
679.15063	191
679.18768	177
679.22473	193
679.26184	183
679.29889	188
679.33594	167
679.37305	194
679.4101	173
679.44714	161
679.48419	178
679.52124	186
679.55835	175
679.5954	157
679.63245	174
679.66949	192
679.70654	168
679.74359	187
679.78064	189
679.81769	186
679.85474	170
679.89178	172
679.92883	168
679.96588	188
680.00293	173
680.03998	171
680.07703	179
680.11407	180
680.15112	185
680.18811	189
680.22516	183
680.26221	181
680.29926	175
680.3363	199
680.37329	183
680.41034	187
680.44739	187
680.48444	187
680.52142	184
680.55847	185
680.59552	174
680.63251	172
680.66956	200
680.70654	162
680.74359	180
680.78064	162
680.81763	186
680.85468	163
680.89166	176
680.92871	175
680.9657	178
681.00269	187
681.03973	166
681.07672	179
681.11377	187
