Date and Time:                Mon May 26 11:49:11.230 2025
Software Version:             4.30.30034.0
Temperature (C):              -35
Model:                        DU401_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         0.1
Accumulate Cycle Time (secs): 0.1
Frequency (Hz):               10
Number of Accumulations:      15
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 16.25
Pixel Readout Time (usecs):   10
Serial Number:                24210
Pre-Amplifier Gain:           1.7x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
DongWooDM500i:
Serial Number:                
Wavelength (nm):              690
Grating Groove Density (l/mm):1200



671.08093	325
671.11823	341
671.15552	359
671.19281	345
671.2301	314
671.26746	342
671.30475	340
671.34204	339
671.37933	316
671.41663	344
671.45392	352
671.49121	349
671.5285	310
671.5658	334
671.60309	341
671.64038	331
671.67761	326
671.7149	344
671.7522	345
671.78949	341
671.82678	338
671.86407	331
671.90137	350
671.9386	337
671.97589	323
672.01318	332
672.05048	351
672.08771	322
672.125	320
672.16229	328
672.19952	331
672.23682	313
672.27411	317
672.31134	332
672.34863	337
672.38586	333
672.42316	323
672.46045	325
672.49768	319
672.53497	313
672.5722	320
672.6095	310
672.64673	329
672.68396	314
672.72125	330
672.75848	325
672.79578	340
672.83301	320
672.87024	308
672.90753	340
672.94476	327
672.98199	310
673.01929	318
673.05652	320
673.09375	327
673.13098	318
673.16827	326
673.20551	327
673.24274	336
673.27997	323
673.3172	303
673.35443	314
673.39172	334
673.42896	305
673.46619	302
673.50342	338
673.54065	349
673.57788	325
673.61511	312
673.65234	317
673.68958	330
673.72681	313
673.76404	318
673.80127	302
673.8385	325
673.87567	319
673.9129	297
673.95013	325
673.98737	318
674.0246	302
674.06183	298
674.099	325
674.13623	318
674.17346	305
674.21069	310
674.24786	314
674.2851	332
674.32233	303
674.3595	286
674.39673	292
674.43396	325
674.47113	298
674.50836	299
674.54553	292
674.58276	311
674.61993	296
674.65717	287
674.6944	320
674.73157	323
674.76874	322
674.80597	300
674.84314	322
674.88037	322
674.91754	314
674.95477	314
674.99194	307
675.02911	325
675.06635	301
675.10352	290
675.14069	300
675.17786	297
675.21509	285
675.25226	292
675.28943	313
675.3266	305
675.36383	291
675.401	287
675.43817	306
675.47534	297
675.51251	285
675.54968	283
675.58685	298
675.62402	306
675.66119	300
675.69836	313
675.73553	303
675.77271	320
675.80988	300
675.84705	297
675.88422	310
675.92139	305
675.95856	308
675.99573	280
676.0329	298
676.07007	294
676.10718	299
676.14435	280
676.18152	302
676.21869	309
676.25586	302
676.29297	297
676.33014	300
676.36731	302
676.40442	271
676.44159	282
676.47876	297
676.51587	296
676.55304	283
676.59021	281
676.62732	294
676.66449	320
676.7016	297
676.73877	257
676.77588	290
676.81305	299
676.85016	285
676.88733	296
676.92444	283
676.96161	290
676.99872	292
677.03583	283
677.073	301
677.11011	296
677.14728	299
677.18439	277
677.2215	278
677.25861	288
677.29578	279
677.33289	290
677.37	298
677.4071	291
677.44427	301
677.48138	267
677.51849	289
677.5556	316
677.59271	289
677.62982	281
677.66693	294
677.70404	315
677.74115	295
677.77826	295
677.81537	299
677.85248	307
677.88959	299
677.9267	274
677.96381	294
678.00092	297
678.03802	296
678.07513	283
678.11224	299
678.14935	309
678.18646	285
678.22351	273
678.26062	294
678.29773	285
678.33484	287
678.37189	269
678.409	305
678.44611	280
678.48322	269
678.52026	283
678.55737	291
678.59442	319
678.63153	297
678.66864	280
678.70569	303
678.7428	290
678.77985	288
678.81696	296
678.854	309
678.89111	300
678.92816	293
678.96527	270
679.00232	296
679.03943	295
679.07648	271
679.11353	249
679.15063	290
679.18768	284
679.22473	296
679.26184	269
679.29889	302
679.33594	300
679.37305	285
679.4101	286
679.44714	299
679.48419	288
679.52124	276
679.55835	266
679.5954	271
679.63245	283
679.66949	283
679.70654	255
679.74359	283
679.78064	295
679.81769	282
679.85474	260
679.89178	283
679.92883	287
679.96588	245
680.00293	256
680.03998	297
680.07703	275
680.11407	272
680.15112	280
680.18811	287
680.22516	279
680.26221	274
680.29926	254
680.3363	277
680.37329	279
680.41034	284
680.44739	250
680.48444	282
680.52142	281
680.55847	280
680.59552	290
680.63251	270
680.66956	270
680.70654	286
680.74359	251
680.78064	279
680.81763	284
680.85468	284
680.89166	238
680.92871	274
680.9657	304
681.00269	283
681.03973	267
681.07672	279
681.11377	271
