Date and Time:                Mon May 26 11:27:33.376 2025
Software Version:             4.30.30034.0
Temperature (C):              -35
Model:                        DU401_BVF
Data Type:                    Counts (Bg Corrected)
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         0.1
Accumulate Cycle Time (secs): 0.1
Frequency (Hz):               10
Number of Accumulations:      15
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 16.25
Pixel Readout Time (usecs):   10
Serial Number:                24210
Pre-Amplifier Gain:           1.7x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
DongWooDM500i:
Serial Number:                
Wavelength (nm):              690
Grating Groove Density (l/mm):1200



671.08093	228
671.11823	221
671.15552	254
671.19281	212
671.2301	233
671.26746	238
671.30475	238
671.34204	228
671.37933	223
671.41663	230
671.45392	217
671.49121	216
671.5285	222
671.5658	218
671.60309	241
671.64038	237
671.67761	205
671.7149	229
671.7522	216
671.78949	233
671.82678	208
671.86407	216
671.90137	247
671.9386	240
671.97589	216
672.01318	210
672.05048	226
672.08771	223
672.125	215
672.16229	217
672.19952	235
672.23682	209
672.27411	205
672.31134	225
672.34863	244
672.38586	226
672.42316	205
672.46045	212
672.49768	245
672.53497	210
672.5722	196
672.6095	218
672.64673	221
672.68396	208
672.72125	192
672.75848	210
672.79578	231
672.83301	220
672.87024	205
672.90753	232
672.94476	217
672.98199	220
673.01929	199
673.05652	230
673.09375	210
673.13098	239
673.16827	202
673.20551	225
673.24274	229
673.27997	213
673.3172	180
673.35443	216
673.39172	235
673.42896	211
673.46619	214
673.50342	229
673.54065	225
673.57788	208
673.61511	189
673.65234	182
673.68958	211
673.72681	210
673.76404	192
673.80127	217
673.8385	233
673.87567	208
673.9129	191
673.95013	219
673.98737	226
674.0246	207
674.06183	189
674.099	202
674.13623	217
674.17346	215
674.21069	195
674.24786	212
674.2851	221
674.32233	204
674.3595	194
674.39673	205
674.43396	200
674.47113	201
674.50836	195
674.54553	201
674.58276	241
674.61993	185
674.65717	189
674.6944	225
674.73157	199
674.76874	203
674.80597	191
674.84314	182
674.88037	198
674.91754	201
674.95477	184
674.99194	227
675.02911	219
675.06635	209
675.10352	207
675.14069	216
675.17786	227
675.21509	203
675.25226	196
675.28943	205
675.3266	237
675.36383	207
675.401	199
675.43817	188
675.47534	213
675.51251	187
675.54968	187
675.58685	205
675.62402	198
675.66119	193
675.69836	186
675.73553	199
675.77271	214
675.80988	191
675.84705	177
675.88422	194
675.92139	206
675.95856	190
675.99573	189
676.0329	204
676.07007	216
676.10718	189
676.14435	201
676.18152	207
676.21869	196
676.25586	194
676.29297	201
676.33014	185
676.36731	206
676.40442	180
676.44159	199
676.47876	195
676.51587	202
676.55304	202
676.59021	173
676.62732	198
676.66449	219
676.7016	225
676.73877	187
676.77588	202
676.81305	195
676.85016	190
676.88733	169
676.92444	198
676.96161	224
676.99872	197
677.03583	201
677.073	199
677.11011	210
677.14728	197
677.18439	182
677.2215	188
677.25861	204
677.29578	208
677.33289	195
677.37	211
677.4071	211
677.44427	184
677.48138	187
677.51849	188
677.5556	222
677.59271	192
677.62982	177
677.66693	206
677.70404	228
677.74115	189
677.77826	185
677.81537	217
677.85248	206
677.88959	206
677.9267	180
677.96381	204
678.00092	211
678.03802	201
678.07513	209
678.11224	196
678.14935	216
678.18646	193
678.22351	186
678.26062	202
678.29773	204
678.33484	203
678.37189	177
678.409	195
678.44611	208
678.48322	193
678.52026	185
678.55737	201
678.59442	191
678.63153	185
678.66864	192
678.70569	192
678.7428	209
678.77985	191
678.81696	188
678.854	185
678.89111	208
678.92816	176
678.96527	181
679.00232	196
679.03943	187
679.07648	184
679.11353	163
679.15063	206
679.18768	181
679.22473	171
679.26184	174
679.29889	197
679.33594	197
679.37305	186
679.4101	187
679.44714	193
679.48419	203
679.52124	196
679.55835	169
679.5954	175
679.63245	177
679.66949	182
679.70654	162
679.74359	193
679.78064	191
679.81769	172
679.85474	180
679.89178	170
679.92883	187
679.96588	198
680.00293	158
680.03998	179
680.07703	193
680.11407	180
680.15112	188
680.18811	194
680.22516	171
680.26221	179
680.29926	160
680.3363	192
680.37329	206
680.41034	190
680.44739	178
680.48444	172
680.52142	209
680.55847	172
680.59552	174
680.63251	176
680.66956	197
680.70654	185
680.74359	179
680.78064	176
680.81763	205
680.85468	181
680.89166	180
680.92871	188
680.9657	192
681.00269	172
681.03973	180
681.07672	178
681.11377	195
