Date and Time:                Mon May 26 12:26:08.897 2025
681.15076	267
681.18774	275
681.22479	263
681.26178	279
681.29877	274
681.33582	253
681.3728	253
681.40979	281
681.44678	274
681.48383	290
681.52081	281
681.5578	281
681.59479	287
681.63177	272
681.66876	256
681.70575	277
681.7428	285
681.77979	259
681.81677	274
681.85376	266
681.89075	280
681.92773	267
681.96472	273
682.00171	276
682.03864	288
682.07562	272
682.11261	278
682.1496	290
682.18658	269
682.22357	263
682.26056	273
682.29749	268
682.33447	287
682.37146	265
682.40845	258
682.44537	291
682.48236	270
682.51935	266
682.55634	260
682.59326	276
682.63025	279
682.66718	267
682.70416	281
682.74115	267
682.77808	265
682.81506	294
682.85199	257
682.88898	259
682.9259	276
682.96289	273
682.99982	269
683.0368	262
683.07373	276
683.11066	258
683.14764	252
683.18457	255
683.2215	284
683.25848	243
683.29541	261
683.33234	281
683.36932	276
683.40625	259
683.44318	264
683.4801	282
683.51703	245
683.55402	262
683.59094	249
683.62787	278
683.66479	255
683.70172	239
683.73865	258
683.77557	262
683.8125	259
683.84943	249
683.88635	259
683.92328	261
683.96021	253
683.99713	237
684.03406	261
684.07098	258
684.10791	255
684.14484	253
684.18176	263
684.21863	257
684.25555	247
684.29248	235
684.32941	246
684.36627	244
684.4032	250
684.44012	258
684.47705	253
684.51392	278
684.55084	261
684.58777	254
684.62463	268
684.66156	249
684.69843	255
684.73535	237
684.77228	259
684.80914	258
684.84607	275
684.88293	249
684.91986	241
684.95673	257
684.99359	266
685.03052	241
685.06738	246
685.10431	236
685.14117	249
685.17804	246
685.21497	239
685.25183	263
685.2887	248
685.32556	235
685.36249	237
685.39935	252
685.43622	245
685.47308	240
685.50995	238
685.54688	244
685.58374	246
685.62061	236
685.65747	247
685.69434	251
685.7312	260
685.76807	243
685.80493	242
685.8418	249
685.87866	243
685.91553	248
685.95239	247
685.98926	241
686.02612	259
686.06299	257
686.09985	244
686.13666	249
686.17352	233
686.21039	248
686.24725	256
686.28412	255
686.32092	247
686.35779	236
686.39465	229
686.43146	243
686.46832	254
686.50519	226
686.54199	234
686.57886	253
686.61572	270
686.65253	249
686.68939	242
686.7262	254
686.76306	241
686.79987	241
686.83673	240
686.87354	256
686.9104	248
686.9472	230
686.98407	227
687.02087	238
687.05768	235
687.09454	234
687.13135	248
687.16815	260
687.20502	234
687.24182	236
687.27863	231
687.31543	236
687.35223	252
687.3891	237
687.4259	254
687.46271	242
687.49951	235
687.53632	219
687.57312	224
687.60992	237
687.64673	245
687.68359	224
687.7204	244
687.7572	229
687.79401	254
687.83075	227
687.86755	217
687.90436	228
687.94116	251
687.97797	235
688.01477	218
688.05157	237
688.08838	253
688.12512	220
688.16193	226
688.19873	240
688.23553	256
688.27234	232
688.30908	242
688.34589	252
688.38269	269
688.41943	231
688.45624	241
688.49298	241
688.52979	248
688.56659	222
688.60333	246
688.64014	246
688.67688	246
688.71368	218
688.75043	225
688.78723	242
688.82397	224
688.86078	234
688.89752	230
688.93427	262
688.97107	249
689.00781	247
689.04456	228
689.08136	237
689.1181	248
689.15485	229
689.19159	220
689.22839	249
689.26514	240
689.30188	217
689.33862	234
689.37537	245
689.41217	240
689.44891	235
689.48566	214
689.5224	238
689.55914	228
689.59589	217
689.63263	220
689.66937	231
689.70612	249
689.74286	235
689.7796	230
689.81635	225
689.85309	256
689.88977	245
689.92651	230
689.96326	247
690	255
690.03674	245
690.07343	235
690.11017	244
690.14691	238
690.18365	253
690.22034	239
690.25708	247
690.29382	232
690.33051	243
690.36725	231
690.40399	261
690.44067	257
690.47742	229
690.5141	245
690.55084	243
690.58752	228
690.62427	235
690.66095	250
690.69769	262
690.73438	271
690.77106	243
690.8078	250
690.84448	257
690.88123	269
690.91791	245
690.95459	274
690.99127	270
691.02802	278
691.0647	284
691.10138	273
691.13806	283
691.1748	291
691.21149	280
691.24817	291
691.28485	305
691.32153	314
691.35822	313
691.3949	328
691.43158	352
691.46826	358
691.50494	359
691.54163	380
691.57831	396
691.61499	408
691.65167	465
691.68835	533
691.72504	598
691.76172	676
691.7984	839
691.83508	1065
691.8717	1482
691.90839	2099
691.94507	3042
691.98175	4805
692.01837	7163
692.05505	8585
692.09174	7681
692.12836	5433
692.16504	3469
692.20172	2260
692.23834	1558
692.27502	1200
692.31171	971
692.34833	809
692.38501	682
692.42163	597
692.45831	566
692.49493	526
692.53162	489
692.56824	456
692.60486	462
692.64154	458
692.67816	445
692.71484	442
692.75146	460
692.78809	454
692.82471	489
692.86139	505
692.89801	546
692.93463	553
692.97125	561
693.00793	601
693.04456	647
693.08118	709
693.1178	791
693.15442	904
693.19104	1072
693.22766	1293
693.26428	1618
693.3009	2091
693.33752	2832
693.37415	3901
693.41077	5505
693.44739	7936
693.48401	10960
693.52063	12719
693.55725	11315
693.59387	8515
693.63049	5804
693.66711	4040
693.70367	2870
693.7403	2103
693.77692	1683
693.81354	1373
693.85016	1150
693.88672	957
693.92334	861
693.95996	768
693.99652	688
694.03314	594
694.06976	561
694.10632	525
694.14294	466
694.1795	452
694.21613	430
694.25269	423
694.28931	389
694.32587	373
694.36249	375
694.39905	354
694.43567	346
694.47223	335
694.50879	344
694.54541	323
694.58197	308
694.61853	304
694.65515	314
694.69171	304
694.72827	281
694.76483	271
694.80145	286
694.83801	288
694.87457	271
694.91113	273
694.94769	291
694.98425	292
695.02081	268
695.05737	263
695.09393	273
695.13049	263
695.16705	249
695.20361	253
695.24017	264
695.27673	245
695.31329	241
695.34985	242
695.38641	259
695.42297	272
695.45953	242
695.49609	242
695.53259	253
695.56915	256
695.60571	215
695.64227	247
695.67877	249
695.71533	242
695.75189	231
695.78839	243
695.82495	247
695.86151	240
695.89801	229
695.93457	254
695.97107	232
696.00763	239
696.04419	251
696.08069	231
696.11725	230
696.15375	252
696.19025	228
696.22681	219
696.26331	243
696.29987	236
696.33636	215
696.37286	228
696.40942	256
696.44592	235
696.48242	234
696.51892	238
696.55548	237
696.59198	248
696.62848	237
696.66498	232
696.70148	250
696.73798	233
696.77454	230
696.81104	223
696.84753	248
696.88403	230
696.92053	221
696.95703	233
696.99353	246
697.03003	225
697.06653	234
697.10303	220
697.13953	225
697.17596	230
697.21246	238
697.24896	237
697.28546	223
697.32196	240
697.35846	200
697.3949	208
697.4314	251
697.4679	227
697.50433	216
697.54083	211
697.57733	233
697.61377	228
697.65027	199
697.68677	230
697.72321	232
697.7597	226
697.79614	222
697.83264	230
697.86908	221
697.90558	229
697.94202	214
697.97852	227
698.01495	232
698.05145	227
698.08789	196
698.12433	200
698.16083	218
698.19727	226
698.2337	214
698.27014	225
698.30664	216
698.34308	205
698.37952	205
698.41595	198
698.45239	230
698.48889	233
698.52533	196
698.56177	208
698.59821	220
698.63464	223
698.67108	215
698.70752	210
698.74396	232
698.7804	223
698.81683	188
698.85327	211
698.88971	200
698.92615	213
698.96259	207
698.99896	206
699.0354	213
699.07184	217
699.10828	197
699.14471	214
699.18109	234
699.21753	223
699.25397	201
699.29034	217
699.32678	217
699.36322	215
699.3996	187
699.43604	221
699.47247	207
699.50885	212
699.54529	199
699.58167	199
699.6181	213
699.65448	209
699.69092	180
699.72729	188
699.76367	196
699.80011	205
699.83649	204
699.87292	189
699.9093	205
699.94568	184
699.98206	184
700.01849	186
700.05487	196
700.09125	181
700.12762	173
700.16406	190
700.20044	203
700.23682	193
700.27319	187
700.30957	195
700.34595	191
700.38232	190
700.4187	165
700.45508	173
700.49146	202
700.52783	195
700.56421	172
700.60059	165
700.63696	199
700.67334	180
700.70972	170
700.74609	167
700.78247	196
700.81879	169
700.85516	152
700.89154	177
700.92792	173
700.96423	181
701.00061	171
701.03699	170
701.0733	181
701.10968	165
701.14606	160
701.18237	178
701.21875	192
701.25507	204
701.29144	189
701.32776	213
701.36414	207
701.40045	191
701.43683	165
701.47314	190
701.50952	194
701.54584	172
701.58215	162
701.61853	171
701.65485	188
701.69116	177
701.72754	160
701.76385	175
701.80017	174
701.83649	173
701.87286	172
701.90918	165
701.9455	162
701.98181	167
702.01813	173
702.05444	164
702.09076	184
702.12708	179
702.16339	157
702.19971	166
702.23602	184
702.27234	168
702.30865	171
702.34497	173
702.38129	196
702.4176	176
702.45392	163
702.49023	184
702.52649	187
702.56281	172
702.59912	173
702.63544	186
702.67169	185
702.70801	179
702.74432	186
702.78064	180
702.81689	195
702.85321	197
702.88947	167
702.92578	188
702.9621	179
702.99835	204
703.03467	183
703.07092	191
703.10724	193
703.14349	195
703.17975	174
703.21606	208
703.25232	223
703.28864	211
703.32489	194
703.36115	217
703.39746	207
703.43372	205
703.46997	202
703.50623	193
703.54254	195
703.5788	217
703.61505	200
703.65131	206
703.68756	222
703.72382	212
703.76007	198
703.79633	195
703.83264	208
703.8689	204
703.90515	198
703.94141	213
703.9776	205
704.01385	225
704.05011	202
704.08636	196
704.12262	227
704.15887	207
704.19513	209
704.23138	196
704.26758	212
704.30383	214
704.34009	217
704.37634	205
704.41254	233
704.44879	216
704.48505	218
704.52124	233
704.5575	257
704.59369	227
704.62994	238
704.6662	230
704.70239	260
704.73865	243
704.77484	227
704.8111	224
704.84729	259
704.88348	242
704.91974	227
704.95593	244
704.99219	253
705.02838	270
705.06458	225
705.10083	227
705.13702	249
705.17322	256
705.20941	239
705.24561	225
705.28186	235
705.31805	244
705.35425	229
705.39044	234
705.42664	245
705.46283	253
705.49902	221
705.53522	233
705.57141	245
705.6076	242
705.6438	229
705.67999	225
705.71619	239
705.75238	238
705.78857	220
705.82477	229
705.86096	242
705.89709	239
705.93329	216
705.96948	228
706.00568	243
706.04187	255
706.078	235
706.1142	240
706.15039	236
706.18652	245
706.22272	226
706.25885	259
706.29504	244
706.33124	248
706.36737	233
706.40356	236
706.4397	223
706.47589	257
706.51202	210
706.54816	241
706.58435	246
706.62048	246
706.65668	249
706.69281	244
706.72894	271
706.76514	250
706.80127	242
706.8374	264
706.87354	267
706.90967	274
706.94586	233
706.98199	266
707.01813	267
707.05426	249
707.09039	256
707.12653	257
707.16266	265
707.19879	262
707.23492	259
707.27106	258
707.30719	271
707.34332	274
707.37946	277
707.41559	269
707.45172	271
707.48785	264
707.52399	262
707.56006	251
707.59619	288
707.63232	282
707.66846	255
707.70453	268
707.74066	245
707.77679	260
707.81293	266
707.849	279
707.88513	262
707.9212	245
707.95734	227
707.99341	252
708.02954	247
708.06561	251
708.10175	252
708.13782	240
708.17395	256
708.21002	257
708.24615	237
708.28223	236
708.3183	245
708.35443	247
708.3905	221
708.42657	242
708.46271	252
708.49878	255
708.53485	227
708.57092	229
708.60699	245
708.64313	231
