0.0018	237
0.002	256
0.0022	277
0.0024	299
0.0026	318
0.0028	336
0.003	354
0.0032	372
0.0034	386
0.0036	395
0.0038	403
0.004	411
0.0042	418
0.0044	429
0.0046	438
0.0048	446
0.005	455
0.0052	459
0.0054	461
0.0056	458
0.0058	451
0.006	441
0.0062	426
0.0064	413
0.0066	402
0.0068	393
0.007	383
0.0072	372
0.0074	361
0.0076	348
0.0078	333
0.008	313
0.0082	289
0.0084	266
0.0086	246
0.0088	227
0.009	210
0.0092	192
0.0094	179
0.0096	167
0.0098	154
0.01	140
0.0102	123
0.0104	105
0.0106	91
0.0108	76
0.011	64
0.0112	53
0.0114	47
0.0116	40
0.0118	36
0.012	32
0.0122	27
0.0124	22
0.0126	17
0.0128	13
0.013	11
0.0132	10
0.0134	10
0.0136	10
0.0138	10
0.014	11
0.0142	15
0.0144	19
0.0146	25
0.0148	32
0.015	43
0.0152	57
0.0154	72
0.0156	94
0.0158	120
0.016	150
