0.0018	142
0.002	387
0.0022	812
0.0024	1254
0.0026	1457
0.0028	1385
0.003	1034
0.0032	515
0.0034	165
0.0036	133
0.0038	396
0.004	947
0.0042	1471
0.0044	1713
0.0046	1595
0.0048	1208
0.005	642
0.0052	174
0.0054	164
0.0056	556
0.0058	1062
0.006	1414
0.0062	1435
0.0064	1120
0.0066	698
0.0068	334
0.007	98
0.0072	147
0.0074	389
0.0076	649
0.0078	836
0.008	857
0.0082	684
0.0084	432
0.0086	215
0.0088	95
0.009	79
0.0092	164
0.0094	258
0.0096	318
0.0098	320
0.01	266
0.0102	178
0.0104	108
0.0106	69
0.0108	54
0.011	57
0.0112	63
0.0114	62
0.0116	55
0.0118	48
0.012	42
0.0122	40
0.0124	39
0.0126	35
0.0128	30
0.013	21
0.0132	16
0.0134	14
0.0136	16
0.0138	22
0.014	42
