0.0018	323
0.002	456
0.0022	829
0.0024	1183
0.0026	1296
0.0028	1164
0.003	739
0.0032	313
0.0034	116
0.0036	290
0.0038	776
0.004	1269
0.0042	1454
0.0044	1266
0.0046	813
0.0048	312
0.005	109
0.0052	315
0.0054	835
0.0056	1244
0.0058	1312
0.006	1046
0.0062	558
0.0064	195
0.0066	99
0.0068	300
0.007	679
0.0072	1003
0.0074	929
0.0076	631
0.0078	288
0.008	79
0.0082	130
0.0084	338
0.0086	521
0.0088	595
0.009	518
0.0092	302
0.0094	106
0.0096	48
0.0098	80
0.01	162
0.0102	236
0.0104	242
0.0106	187
0.0108	114
0.011	56
0.0112	32
0.0114	38
0.0116	55
0.0118	61
0.012	55
0.0122	39
0.0124	27
0.0126	20
0.0128	18
0.013	16
0.0132	14
0.0134	12
0.0136	10
0.0138	18
0.014	53
