0.002	900
0.0021	1276
0.0022	1104
0.0023	814
0.0024	531
0.0025	305
0.0026	149
0.0027	135
0.0028	280
0.0029	581
0.003	1060
0.0031	1608
0.0032	2159
0.0033	2547
0.0034	2659
0.0035	2533
0.0036	2232
0.0037	1767
0.0038	1232
0.0039	737
0.004	295
0.0041	110
0.0042	190
0.0043	567
0.0044	1093
0.0045	1670
0.0046	2211
0.0047	2667
0.0048	2857
0.0049	2838
0.005	2532
0.0051	2000
0.0052	1393
0.0053	762
0.0054	284
0.0055	106
0.0056	142
0.0057	396
0.0058	819
0.0059	1343
0.006	1919
0.0061	2429
0.0062	2665
0.0063	2549
0.0064	2100
0.0065	1589
0.0066	957
0.0067	533
0.0068	198
0.0069	98
0.007	241
0.0071	576
0.0072	1006
0.0073	1484
0.0074	1873
0.0075	2099
0.0076	2137
0.0077	2011
0.0078	1726
0.0079	1296
0.008	912
0.0081	561
0.0082	238
0.0083	115
0.0084	171
0.0085	379
0.0086	608
0.0087	884
0.0088	1140
0.0089	1350
0.009	1439
0.0091	1398
0.0092	1190
0.0093	960
0.0094	670
0.0095	385
0.0096	239
0.0097	138
0.0098	126
0.0099	195
0.01	319
0.0101	488
0.0102	655
0.0103	754
0.0104	784
0.0105	754
0.0106	671
0.0107	560
0.0108	416
0.0109	307
0.011	205
0.0111	131
0.0112	114
0.0113	140
0.0114	181
0.0115	231
0.0116	277
0.0117	308
0.0118	320
0.0119	313
0.012	289
0.0121	237
0.0122	193
0.0123	151
0.0124	120
0.0125	100
0.0126	91
0.0127	87
0.0128	89
0.0129	91
0.013	93
0.0131	91
0.0132	87
0.0133	82
0.0134	75
0.0135	68
0.0136	64
0.0137	62
0.0138	63
0.0139	88
0.014	124
0.0141	154
0.0142	194
0.0143	227
0.0144	268
0.0145	325
0.0146	382
0.0147	465
0.0148	575
0.0149	702
0.015	861
0.0151	1004
0.0152	1185
0.0153	1309
0.0154	1400
0.0155	1470
0.0156	1520
0.0157	1580
0.0158	1670
0.0159	1800
0.016	2015
