0.002	1783
0.0021	1561
0.0022	1634
0.0023	1760
0.0024	1882
0.0025	1946
0.0026	1956
0.0027	1916
0.0028	1814
0.0029	1664
0.003	1459
0.0031	1221
0.0032	935
0.0033	719
0.0034	561
0.0035	514
0.0036	584
0.0037	752
0.0038	1022
0.0039	1358
0.004	1797
0.0041	2308
0.0042	2807
0.0043	3273
0.0044	3627
0.0045	3789
0.0046	3822
0.0047	3739
0.0048	3511
0.0049	3214
0.005	2793
0.0051	2337
0.0052	1832
0.0053	1435
0.0054	1215
0.0055	1113
0.0056	1155
0.0057	1316
0.0058	1560
0.0059	1927
0.006	2373
0.0061	2839
0.0062	3283
0.0063	3687
0.0064	3933
0.0065	4018
0.0066	3940
0.0067	3750
0.0068	3497
0.0069	3172
0.007	2740
0.0071	2233
0.0072	1684
0.0073	1247
0.0074	941
0.0075	770
0.0076	751
0.0077	864
0.0078	1021
0.0079	1265
0.008	1545
0.0081	1833
0.0082	2027
0.0083	2160
0.0084	2206
0.0085	2168
0.0086	2055
0.0087	1875
0.0088	1635
0.0089	1394
0.009	1106
0.0091	753
0.0092	527
0.0093	326
0.0094	182
0.0095	112
0.0096	86
0.0097	105
0.0098	156
0.0099	225
0.01	310
0.0101	404
0.0102	474
0.0103	503
0.0104	515
0.0105	498
0.0106	461
0.0107	415
0.0108	361
0.0109	306
0.011	242
0.0111	192
0.0112	154
0.0113	135
0.0114	130
0.0115	135
0.0116	146
0.0117	157
0.0118	165
0.0119	168
0.012	163
0.0121	150
0.0122	119
0.0123	92
0.0124	68
0.0125	47
0.0126	34
0.0127	32
0.0128	40
0.0129	58
0.013	93
0.0131	137
0.0132	250
0.0133	285
0.0134	321
0.0135	336
0.0136	343
0.0137	337
0.0138	321
0.0139	295
0.014	270
0.0141	234
0.0142	179
0.0143	128
0.0144	99
0.0145	82
0.0146	111
0.0147	168
0.0148	258
0.0149	339
0.015	463
0.0151	591
0.0152	679
0.0153	733
0.0154	761
0.0155	780
0.0156	787
0.0157	792
0.0158	801
0.0159	815
0.016	837
