0.002	12	3.391164992
0.0022	10.6	2.073644135
0.0024	25.6	8.018728079
0.0026	37	5.338539126
0.0028	52	4.69041576
0.003	41.6	4.827007354
0.0032	34.2	4.7644517
0.0034	14.4	3.646916506
0.0036	8	2.828427125
0.0038	18	4.847679857
0.004	39	6.123724357
0.0042	60.8	9.679876032
0.0044	77.8	9.833615815
0.0046	62.2	9.444575162
0.0048	44	7.176350047
0.005	15.2	3.033150178
0.0052	11.4	2.073644135
0.0054	23.2	5.069516742
0.0056	51.4	7.469939759
0.0058	67	11.18033989
0.006	78.8	9.203260292
0.0062	61.6	12.4016128
0.0064	32.6	7.021395873
0.0066	15.6	3.577708764
0.0068	8.6	3.130495168
0.007	24	4.636809248
0.0072	42.8	4.207136794
0.0074	64.6	2.792848009
0.0076	54.6	4.335896678
0.0078	48.6	4.929503018
0.008	19.8	3.768288736
0.0082	11	3.535533906
0.0084	11.8	1.303840481
0.0086	17.2	6.610597552
0.0088	32	3.807886553
0.009	37.8	6.418722614
0.0092	33.6	3.435112807
0.0094	27.8	3.563705936
0.0096	10.6	3.286335345
0.0098	9.4	3.78153408
0.01	11	3.872983346
0.0102	12.8	4.604345773
0.0104	20.2	4.969909456
0.0106	13	3.391164992
0.0108	15.8	7.463243263
0.011	9.4	2.701851217
0.0112	6.6	2.607680962
0.0114	7.6	2.302172887
0.0116	11.4	2.966479395
0.0118	9.4	1.816590212
0.012	8.6	2.19089023
0.0122	9.4	4.449719092
0.0124	5.6	3.361547263
0.0126	9	2.645751311
0.0128	10.2	4.868264578
0.013	8	4.358898944
0.0132	6	0.707106781
0.0134	8.2	2.28035085
0.0136	7.8	3.701351105
0.0138	9.2	1.788854382
0.014	9.2	2.863564213
0.0142	9.2	2.863564213
0.0144	10.6	1.816590212
0.0146	15	3.807886553
0.0148	17.2	4.65832588
0.015	19.8	6.379655163
0.0152	22.8	5.89067059
0.0154	26.2	4.438468204
0.0156	26.6	5.594640292
0.0158	33.4	7.368853371
0.016	35.8	4.65832588
