0.002	19.8	3.271085447
0.0022	32.4	7.300684899
0.0024	56.6	2.302172887
0.0026	95.8	9.959919678
0.0028	106.2	6.648308055
0.003	111.6	14.2583309
0.0032	74.2	12.83354978
0.0034	37.2	7.190271205
0.0036	19.2	4.7644517
0.0038	36.4	1.949358869
0.004	82	8.5732141
0.0042	148.8	9.444575162
0.0044	167.6	16.45600194
0.0046	146	3.082207001
0.0048	80	8.455767263
0.005	25.4	6.107372594
0.0052	18.8	4.207136794
0.0054	53	5.656854249
0.0056	121	6.32455532
0.0058	182.4	19.41133689
0.006	180.4	19.75601174
0.0062	141.8	11.64903429
0.0064	77.4	11.08151614
0.0066	26.4	5.128352562
0.0068	16	3.674234614
0.007	46	7.106335202
0.0072	115.2	16.63430191
0.0074	139.2	11.21160113
0.0076	124	4.582575695
0.0078	95.8	12.63724654
0.008	64	10.70046728
0.0082	23.8	5.215361924
0.0084	19.4	4.037325848
0.0086	41.8	5.019960159
0.0088	59.6	10.54988152
0.009	72	11.5758369
0.0092	79.6	9.449867724
0.0094	51.8	12.43784547
0.0096	39.4	6.066300355
0.0098	19.2	1.643167673
0.01	15.8	5.263078947
0.0102	23.6	2.50998008
0.0104	38	8.154753215
0.0106	40.4	4.615192304
0.0108	30.6	7.162401832
0.011	23.6	8.590692638
0.0112	15.2	4.549725266
0.0114	15.6	3.435112807
0.0116	17.8	2.588435821
0.0118	16	3.16227766
0.012	14.6	5.458937626
0.0122	15.8	2.049390153
0.0124	13.4	4.393176527
0.0126	14.6	2.19089023
0.0128	9.8	2.588435821
0.013	9.6	4.219004622
0.0132	13.6	0.894427191
0.0134	10.8	2.167948339
0.0136	12	3
0.0138	10.8	1.303840481
0.014	13.4	5.856620186
0.0142	21.6	2.19089023
0.0144	22	1.732050808
0.0146	31.4	5.319774431
0.0148	36.8	8.074651695
0.015	48	6.92820323
0.0152	56.2	6.220932406
0.0154	53.2	7.085195834
0.0156	59.4	3.847076812
0.0158	75.4	6.348228099
0.016	84.8	13.89964028
