0.002	2365
0.0021	2337
0.0022	2116
0.0023	1813
0.0024	1392
0.0025	1008
0.0026	615
0.0027	323
0.0028	155
0.0029	167
0.003	450
0.0031	818
0.0032	1386
0.0033	2020
0.0034	2539
0.0035	2952
0.0036	3079
0.0037	3042
0.0038	2826
0.0039	2442
0.004	1823
0.0041	1407
0.0042	805
0.0043	366
0.0044	178
0.0045	259
0.0046	540
0.0047	891
0.0048	1245
0.0049	1838
0.005	2299
0.0051	2636
0.0052	2844
0.0053	2734
0.0054	2370
0.0055	1869
0.0056	1377
0.0057	927
0.0058	642
0.0059	369
0.006	197
0.0061	209
0.0062	419
0.0063	824
0.0064	1268
0.0065	1690
0.0066	1972
0.0067	2096
0.0068	2107
0.0069	1999
0.007	1671
0.0071	1323
0.0072	914
0.0073	608
0.0074	331
0.0075	201
0.0076	207
0.0077	251
0.0078	381
0.0079	566
0.008	790
0.0081	1027
0.0082	1198
0.0083	1253
0.0084	1222
0.0085	1133
0.0086	981
0.0087	763
0.0088	602
0.0089	434
0.009	271
0.0091	164
0.0092	132
0.0093	157
0.0094	235
0.0095	317
0.0096	399
0.0097	474
0.0098	524
0.0099	547
0.01	537
0.0101	498
0.0102	432
0.0103	336
0.0104	247
0.0105	182
0.0106	133
0.0107	101
0.0108	85
0.0109	83
0.011	93
0.0111	108
0.0112	130
0.0113	146
0.0114	150
0.0115	150
0.0116	143
0.0117	131
0.0118	117
0.0119	103
0.012	88
0.0121	73
0.0122	62
0.0123	55
0.0124	50
0.0125	45
0.0126	43
0.0127	40
0.0128	38
0.0129	37
0.013	35
0.0131	33
0.0132	34
0.0133	33
0.0134	35
0.0135	34
0.0136	35
0.0137	36
0.0138	41
0.0139	74
0.014	123
0.0141	230
0.0142	324
0.0143	499
0.0144	707
0.0145	851
0.0146	1046
0.0147	1242
0.0148	1422
0.0149	1569
0.015	1720
0.0151	1834
0.0152	1913
0.0153	1978
0.0154	2061
0.0155	2173
0.0156	2368
0.0157	2617
0.0158	2961
0.0159	3403
0.016	4010
