0.002	255
0.0021	244
0.0022	261
0.0023	292
0.0024	342
0.0025	434
0.0026	530
0.0027	680
0.0028	854
0.0029	1033
0.003	1279
0.0031	1472
0.0032	1625
0.0033	1670
0.0034	1614
0.0035	1435
0.0036	1230
0.0037	953
0.0038	688
0.0039	424
0.004	238
0.0041	218
0.0042	439
0.0043	880
0.0044	1551
0.0045	2184
0.0046	2969
0.0047	3537
0.0048	4095
0.0049	4537
0.005	4764
0.0051	4655
0.0052	4185
0.0053	3368
0.0054	2449
0.0055	1524
0.0056	967
0.0057	432
0.0058	158
0.0059	110
0.006	445
0.0061	1165
0.0062	2267
0.0063	3499
0.0064	4745
0.0065	5618
0.0066	6275
0.0067	6579
0.0068	6490
0.0069	6113
0.007	5397
0.0071	4515
0.0072	3158
0.0073	1993
0.0074	1040
0.0075	480
0.0076	216
0.0077	237
0.0078	588
0.0079	1114
0.008	1946
0.0081	2785
0.0082	3695
0.0083	4323
0.0084	4815
0.0085	4879
0.0086	4727
0.0087	4384
0.0088	3826
0.0089	3084
0.009	2433
0.0091	1637
0.0092	1054
0.0093	605
0.0094	419
0.0095	390
0.0096	526
0.0097	718
0.0098	982
0.0099	1230
0.01	1504
0.0101	1711
0.0102	1773
0.0103	1728
0.0104	1593
0.0105	1438
0.0106	1232
0.0107	996
0.0108	830
0.0109	681
0.011	533
0.0111	423
0.0112	367
0.0113	340
0.0114	331
0.0115	321
0.0116	304
0.0117	280
0.0118	250
0.0119	210
0.012	165
0.0121	122
0.0122	96
0.0123	81
0.0124	80
0.0125	88
0.0126	103
0.0127	116
0.0128	127
0.0129	132
0.013	127
0.0131	115
0.0132	96
0.0133	80
0.0134	68
0.0135	61
0.0136	63
0.0137	72
0.0138	89
0.0139	107
0.014	125
0.0141	138
0.0142	142
0.0143	134
0.0144	122
0.0145	125
0.0146	143
0.0147	175
0.0148	224
0.0149	300
0.015	389
0.0151	479
0.0152	575
0.0153	628
0.0154	679
0.0155	709
0.0156	722
0.0157	730
0.0158	736
0.0159	746
0.016	760
